LGTM数,記事タイトル,タグ,見出し,URL,コメント数,著者
9968,プログラミングでよく使う英単語のまとめ【随時更新】,"[""プログラミング"", ""英語"", ""命名規則"", ""English""]","。
C, Perl, SQL などで使われる。
snake_case / SNAKE_CASE
区切りをアンダースコアで表現する。
C 言語などでは定数を表す場合は全て大文字 ...",https://qiita.com//Ted-HM/items/7dde25dcffae4cdc7923,40,Ted-HM
8347,ペアプログラミングして気がついた新人プログラマの成長を阻害する悪習,"[""プログラミング"", ""Perl"", ""Ruby"", ""JavaScript""]","最近、あまりプログラミングが得意でない人のサポートをする形で、長い時間にわたってペアプログラミングを行っている。そのなかで、気がついた悪い習慣と成長するための良い習慣というものをまとめてみる。
...",https://qiita.com//hirokidaichi/items/27c757d92b6915e8ecf7,29,hirokidaichi
6282,AtCoder に登録したら次にやること ～ これだけ解けば十分闘える！過去問精選 10 問 ～,"[""アルゴリズム"", ""algorithm"", ""AtCoder"", ""競技プログラミング"", ""新人プログラマ応援""]","Haskell で解いてみた
@hsjoihs さん
Go
AtCoder に登録したら解くべき精選過去問 10 問を Go で解いてみた
@ktateish さん
Perl ...",https://qiita.com//drken/items/fd4e5e3630d0f5859067,13,drken
6246,【まとめ】これ知らないプログラマって損してんなって思う汎用的なツール 100超,"[""PHP"", ""JavaScript"", ""Python"", ""Ruby"", ""HTML""]","はワンライナー書くときに使える。egrepは拡張正規表現なのでPerlとかRubyみたいに便利な正規表現使える。fgrepは固定文字列検索するときに早い
詳細: 単語抽出する ...",https://qiita.com//suin/items/f570f057a0ff927b47dc,32,suin
5508,新人プログラマに知っておいてもらいたい人類がオブジェクト指向を手に入れるまでの軌跡,"[""オブジェクト指向"", ""Ruby"", ""JavaScript"", ""Perl"", ""Objective-C""]","あるのは、上記のように構造体の名前のprefixとしてつけ、構造体のポインタを第一引数として渡す手法だ。
その名残なのか、正確なところはよく知らないが、pythonやperl ...",https://qiita.com//hirokidaichi/items/591ad96ab12938878fe1,16,hirokidaichi
4523,【図解】Dockerの全体像を理解する -前編-,"[""Docker"", ""docker-compose"", ""dockerfile"", ""docker-machine"", ""DockerHub""]","agという概念があります。
tagとは「imageのversion」のことです。
例えば、以下のDocker Hubの画像のようにnginxイメージには 「1.14-perl ...",https://qiita.com//etaroid/items/b1024c7d200a75b992fc,8,etaroid
4422,インフラエンジニアとしてよく使うコマンド集,"[""CentOS"", ""MySQL"", ""インフラ"", ""Linux"", ""SRE""]"," grep -c ""127.0.0.1""
# -cでヒットした文字をカウント出来ます。
# 併せて-vを付けると 以外 をもとめる事も出来ます。
# 大きいサイズだとperl ...",https://qiita.com//sion_cojp/items/04a2aa76a1021fe77079,19,sion_cojp
3660,いまさらだけどGitを基本から分かりやすくまとめてみた,"[""Git""]","> | xargs perl -pi -e 's@<置換前文字列>@<置換後文字列>@g'
実行例
$ git grep -l aaa | xa ...",https://qiita.com//gold-kou/items/7f6a3b46e2781b0dd4a0,16,gold-kou
3251,WebAPIについての説明,"[""WebAPI"", ""PHP"", ""JavaScript"", ""HTML"", ""新人プログラマ応援""]","ータを、ブラウザが受け取り・解釈し、人間に見やすいデザインに再現します。
図2　WebサービスAPIがサーバからデータを取得する仕組み
　Web APIでは、PHPやPerl ...",https://qiita.com//busyoumono99/items/9b5ffd35dd521bafce47,5,busyoumono99
3034,脱初心者を目指すなら知っておきたい便利なVimコマンド25選 (Vimmerレベル診断付き),"[""Vim""]","こしい操作も.で繰り返したりできます。
「同じコマンドを何度もタイプしてるなー」と思ったときは.が役に立つかもしれません。
検索・置換系
正規表現検索を使いこなす (Perl ...",https://qiita.com//jnchito/items/57ffda5712636a9a1e62,6,jnchito
2909,新人プログラマに知ってもらいたいメソッドを読みやすく維持するいくつかの原則,"[""Ruby"", ""プログラミング"", ""JavaScript"", ""Perl""]","このサイトjsmeterでCCの計測もインタラクティブにできる。
他の言語でもjenkinsなどのCIにのせて計測していくことで関数を清潔に保つことがしやすくなる。
Perl ...",https://qiita.com//hirokidaichi/items/c9a76191216f3cc6c4b2,8,hirokidaichi
2425,すべての開発者へ。すごいGitHubリポジトリ10選,"[""GitHub"", ""JavaScript"", ""プログラミング"", ""api"", ""翻訳""]",.gitignoreファイルが必須となります。このファイルの内容は、プロジェクトごと、言語ごとに異なります。このリポジトリには、Rails、Python、Perl、Larav ...,https://qiita.com//baby-degu/items/6c0c73a1e79644ebbb1a,,baby-degu
2035,2020年の開発者が知っておくべき11の必須スキル,"[""プログラミング"", ""初心者"", ""日本語訳"", ""スキルアップ""]","たしかに、OOPとスクリプティングの両方に適したPythonのような言語も存在します。
しかしあなたがC/C++やJavaを選んでいたとしたら、これらはPythonやPerl ...",https://qiita.com//rana_kualu/items/c79a16ff503c86b27483,9,rana_kualu
1967,ライセンスの選択を恐れる必要はありません,"[""ライセンス"", ""GPL"", ""MIT-License"", ""ApacheLicense""]","/
どちらの場合にも著作権表示があり、前者はライセンス名で表記、後者はライセンスを明記したページのURLへ誘導してゐることが特徴的です。
補足2. マルチライセンス
Perl ...",https://qiita.com//tadsan/items/99d816e78ca429093b75,10,tadsan
1917,2018年の最先端バックエンドエンジニアになろう,"[""Node.js"", ""PHP"", ""バックエンド""]","ならPythonを選ぶといいんじゃないかな。
え？Perl？ははは
フロントエンドの記事に比べると熱量が少々足りず、途中からあからさまに飽きてきた感があって趣があります。
い ...",https://qiita.com//rana_kualu/items/19ab559dddbca6674417,2,rana_kualu
1892,気付いたら.gitignoreはgiboで自動生成する時代になっていた,"[""Git"", ""gitignore"", ""gibo""]","jure         Grails          Packer          Terraform
CMake           GWT         Perl ...",https://qiita.com//tmknom/items/c4bcebe17d25381fa45d,1,tmknom
1889,さいつよのターミナル環境を構築しよう,"[""dotfiles"", ""Zsh"", ""Vim"", ""tmux"", ""GitHub""]","ithub.com URL"" 1>&2
exit 1
fi
# Format username/reponame
uri=""$(echo ""$1"" | perl ...",https://qiita.com//b4b4r07/items/09815eda8ef72e0b472e,8,b4b4r07
1670,関数型言語のウソとホント,"[""関数型言語"", ""JavaScript"", ""Haskell""]","n
2,588
1082
0% 0% 0% 100%
117
Python 3
16 min
16 min
4,252
1181
1% 0% 0% 100%
133
Perl ...",https://qiita.com//hiruberuto/items/26a813ab2b188ca39019,78,hiruberuto
1669,HTTP/1.1 200 OK,"[""rest"", ""JavaScript""]","はなく、すべてはモノトーンだった。
　そんな僕の唯一の人間らしい行動がプログラミングだった。当時はPHPが流行り始めたくらいのころで、ウェブプログラミングといえばまだPerl ...",https://qiita.com//katanov/items/1d99d27844392e380ec7,2,katanov
1480,シェルスクリプトを書くときに気をつける9箇条,"[""ShellScript"", ""Bash""]","できるという汎用性の高さは非常に優れたものです。
シェルスクリプトの使用は以下の様な利益をもたらします。
システムの標準の機能
組み込み機器の問題などの様々な制約で、perl ...",https://qiita.com//b4b4r07/items/9ea50f9ff94973c99ebe,8,b4b4r07
1459,M1 Macの開発環境,"[""Mac""]","ルド
11/25
✔︎
PHP
7.3.11
x86_64
プリインストール
12/02
✔︎
PHP
7.4.12
arm64
MacPorts
11/21
✔︎
Perl ...",https://qiita.com//shibukawa/items/797b7cbb7e530842e6f7,17,shibukawa
1457,フリーランスエンジニアの単価を決める,"[""フリーランス"", ""キャリア"", ""ポエム""]","会社を考えたけど給与安すぎてやめて、中学ぐらいからWeb業界を目指した
ガラケー向けサイトをCGI(Perl)コピペして作ったり、ウルティマオンラインやってた
高校時代にキャ ...",https://qiita.com//KazukiTanaka/items/130a2c477847b24e35ce,4,KazukiTanaka
1422,Dockerについてなるべくわかりやすく説明する,"[""Docker""]","と思っている人
Dockerとは
　Dockerを使えば、OSとアプリがインストールされた環境を閉じ込めて保存しておき、いつでもその環境を立ちあげることができます。""perl ...",https://qiita.com//rawHam/items/80ba13d2d2d56dba411e,16,rawHam
1418,JSON Web Token の効用,"[""JWT""]","2id/nimbus-jose-jwt/wiki/Home
PHP: https://github.com/ritou/php-Akita_JOSE
Perl: https: ...",https://qiita.com//kaiinui/items/21ec7cc8a1130a1a103a,2,kaiinui
1393,[翻訳] Elixir - 次に来る大物Web言語,"[""Elixir"", ""Erlang"", ""関数型プログラミング"", ""関数型言語""]",gは覚えるのがとても大変だからと思いま……そうは思いませんが、人は往々にして抵抗感の少ない道を選ぶものです。もしC、Java、JavaScript、PHP、Ruby、Perl ...,https://qiita.com//HirofumiTamori/items/0dfdbada30c7d8f183fd,3,HirofumiTamori
1383,全ての開発者が学ぶべき5つの言語,"[""Java"", ""JavaScript"", ""Scala"", ""Python"", ""翻訳""]","、C++やJava等、複数言語に通じているエンジニアに対して大きな関心を持ちます。
個人的には、C++もしくはJavaどちらかで豊富な経験を持ち、さらにGroovyやPerl ...",https://qiita.com//poly_soft/items/e89bc757596cfdfba784,19,poly_soft
1329,あきらめるにはまだ早い！ソースコードの品質向上に効果的なアプローチ,"[""ソースコード"", ""Perl"", ""JavaScript"", ""Ruby"", ""Java""]","velopment-user-style-guide/
このスタイルガイドに関しては、自動検知、自動修正ができるようなものが望ましいです。
Ruby:rubocop
Perl ...",https://qiita.com//hirokidaichi/items/5a5cb63ef5499143bc40,2,hirokidaichi
1322,Ruby->Go->Scalaという習得順序がエンジニアの爆速の成長に最適である理由,"[""Ruby"", ""PHP"", ""Go"", ""Scala""]","た経験があります。
Rust
Elixir
Scala
Kotlin
Java
Go
Python
Ruby
PHP
Perl
JavaScript
TypeScript
A ...",https://qiita.com//poly_soft/items/1feaa1ec5ecab08dc6db,8,poly_soft
1314,次世代監視の大本命！ Prometheus を実運用してみた,"[""prometheus"", ""監視""]","Prometheus は単バイナリを動かすだけでいいんですが、これって監視ツールでは本ッ当に強みです。
OSS監視ツールの構築維持管理って従来、地味に大変でしたよね。Perl ...",https://qiita.com//sugitak/items/ff8f5ad845283c5915d2,,sugitak
1296,フロントエンド、サーバサイド、インフラの具体例,"[""Java"", ""新人プログラマ応援""]","パイラ型言語
コンパイルしなければ実行できない。実行速度は速め。
Java、C、C++など
インタプリタ型言語
コンパイルせずともそのまま実行可能。実行速度は遅め。
Perl ...",https://qiita.com//shuntaro_tamura/items/e1a20e33c57c71679688,2,shuntaro_tamura
1263,Qiita Markdown 書き方 まとめ,"[""Qiita"", ""Markdown""]","えず大丈夫です。
Bash, C#(cs), C++(cpp), CSS, Diff, HTML, XML, Ini, Java, Javascript, PHP, Perl ...",https://qiita.com//shizuma/items/8616bbe3ebe8ab0b6ca1,5,shizuma
1232,[翻訳] 技術向上ガイド,"[""翻訳"", ""新人プログラマ応援""]","：
　　　・JavaScript®
　　　・CSS & HTML
　　　・Ruby®
　　　・PHP®
　　　・C®
　　　・Perl®
　　　・Shell® scr ...",https://qiita.com//side/items/6df059bdbc3c1db0a334,,side
1220,ナウいツールやサービスなどのまとめ,"[""開発ツール""]","―TheSchwartz，Qudo，Q4M（1）：Perl Hackers Hub｜gihyo.jp … 技術評論社
ログ可視化
GrowthForecast
タムタムの日記 ...",https://qiita.com//phimcall/items/555d09f872373f65c6fb,2,phimcall
1192,パッケージ管理システム Homebrew ,"[""MacOSX"", ""Mac"", ""homebrew""]"," 425
X11: N/A
System Ruby: 1.8.7-358
Perl: /usr/bin/perl
Python: /usr/bin/pyth ...",https://qiita.com//b4b4r07/items/6efebc2f3d1cbbd393fc,4,b4b4r07
1190,【数学】NHKから国民を守る党からNHKを守る党からNHKから国民を守る党を守る党,"[""フィボナッチ数列"", ""Perl"", ""数学"", ""何なんすかねこれ""]","を掲げるのだろう。
}
プログラム化
上記の$n$を与えると$N(n)$を返すプログラムをPerlで記述してみた。
sub N {
my $n = shift;
return ...",https://qiita.com//MirrgieRiana/items/da7dade622770a04d8f7,26,MirrgieRiana
1172,【まつもとゆきひろ氏　特別講演】若手エンジニアの生存戦略に行ってきたので私的メモ,"[""Ruby"", ""Matz"", ""キャリア""]","
プログラマの三大美徳
https://moneyforward.com/engineers_blog/2016/02/08/engineers-virtue/
Perlの生 ...",https://qiita.com//Taku0055/items/17b6194a5f5a7d5867b6,10,Taku0055
1161,忘れっぽい人のための正規表現チートシート,"[""正規表現""]","www.oreilly.co.jp/books/9784873113593/
読んだことないんですけど、正規表現の有名な本です。鈍器や枕としてもお勧めですw
初めてのPerl ...",https://qiita.com//tossh/items/635aea9a529b9deb3038,2,tossh
1140,Bashの便利な構文だがよく忘れてしまうものの備忘録,"[""Linux"", ""ShellScript"", ""Bash"", ""シェル芸""]","""
$ echo $POO                          # NISHIKINO 'STAR' AKIRA      
$ STAR=""☆""
$ perl ...",https://qiita.com//Ping/items/57fd75465dfada76e633,10,Ping
1132,LinuxのI/OやCPUの負荷とロードアベレージの関係を詳しく見てみる,"[""Linux"", ""さくらインターネット""]","loadtest.pl という名前で保存し、chmod +x loadtest.pl を実行して、実行権限を付与してください。
loadtest.pl
#!/bin/perl ...",https://qiita.com//kunihirotanaka/items/21194f77713aa0663e3b,2,kunihirotanaka
1077,シェルスクリプトを書くときはset -euしておく,"[""Bash"", ""Linux"", ""ShellScript""]","れここでうまくいってないからデータ準備できてないのにあれあれっもうやめて！」ってなるのを防げる。
set -u
未定義の変数を使おうとしたときに打ち止めにしてくれる。Perl ...",https://qiita.com//youcune/items/fcfb4ad3d7c1edf9dc96,9,youcune
1050,Python文字列操作マスター,"[""Python""]",".lstrip() + 'B')  # => 'Ax B'
print('A' + s.rstrip() + 'B') # => 'A xB'
改行削除(perl ...",https://qiita.com//tomotaka_ito/items/594ee1396cf982ba9887,4,tomotaka_ito
1027,Apacheセキュリティ設定,"[""Apache"", ""CentOS"", ""セキュリティ""]","S 7.2.1511 に yum で Apache をインストールして設定変更していないケースをテストした結果。
[root@localhost program]# perl ...",https://qiita.com//bezeklik/items/1c4145652661cf5b2271,5,bezeklik
1006,UserAgentからOS/ブラウザなどの調べかたのまとめ,"[""userAgent"", ""ブラウザ"", ""ユーザーエージェント""]","合、QWebKitはSymbian端末としてUserAgentが出力されるとのこと。
How to set user agent in Qt application
Perl ...",https://qiita.com//nightyknite/items/b2590a69f2e0135756dc,11,nightyknite
963,あなたの知らない less の世界,"[""less"", ""Linux"", ""UNIX"", ""MacOSX""]","自動で適用されます。
before
after
邪魔なときは less hoge.rb: のように、最後に : を付ければ無効に出来ますし、less hoge.rb:perl ...",https://qiita.com//delphinus/items/b04752bb5b64e6cc4ea9,6,delphinus
947,主要でもないプログラミング言語200種を一行で解説,"[""JavaScript"", ""Ruby"", ""Python"", ""Perl"", ""Haskell""]","。
Python
日本ではそうでもないけど世界では結構人気があるスクリプト言語。
Perl
昔からある暗号みたいなプログラムが書けるスクリプト言語。
Scheme
二大Lis ...",https://qiita.com//make_now_just/items/b2ab19f954417c71848d,20,make_now_just
931,どのUNIXコマンドでも使える正規表現,"[""正規表現"", ""UNIX"", ""POSIX"", ""shell"", ""ShellScript""]",拡張正規表現メタ文字セットやPerl拡張正規表現メタ文字セット、JavaScript拡張正規表現メタ文字セットなどいくつかあるのだが、「どのUNIXでも（=POSIXで）使え ...,https://qiita.com//richmikan@github/items/b6fb641e5b2b9af3522e,2,richmikan@github
926,仕事の役には立たない、Linuxにおけるジョークプログラムの話,"[""Linux""]"," Wallach.
$ fortune -f
100.00% /usr/share/games/fortune
2.94% art
1.75% perl
0.06% asci ...",https://qiita.com//Hiroki_lzh/items/8cf206d54f91e29b3912,14,Hiroki_lzh
917,Windowsで使えるターミナルとシェルのまとめ,"[""Windows"", ""Terminal"", ""shell"", ""ターミナル"", ""console""]","うという問題がある。
ターミナルはmintty、シェルはbash、その他に多数のコマンドが含まれている。
GCCやPerlなどもインストーラーで組み込むことができる。
MSY ...",https://qiita.com//Ted-HM/items/9a60f6fcf74bbd79a904,6,Ted-HM
898,「例外」がないからGo言語はイケてないとかって言ってるヤツが本当にイケてない件,"[""disり芸"", ""ネタ"", ""Go"", ""例外""]","な変な言語なんて誰が使ってんだよ？ｗｗ
　は？まじで言っちゃってんの？
　多値を返せる言語なんていくらでもあんべ。
　90年台にはCGIのデファクトスタンダードだったPerl ...",https://qiita.com//Maki-Daisuke/items/80cbc26ca43cca3de4e4,40,Maki-Daisuke
895,PHPerがRailsデビューしてWebAPIを作りRSpecでテスト書いてCap3/CircleCIでデプロイして分かった事を1ヶ月前の自分に教えたいので、まとめてみた,"[""PHP"", ""RSpec"", ""Rails"", ""Ruby""]","
PHPと比べて
Rubyは全てがオブジェクトだからか、自然にコードが書ける気がする。あと、メソッドチェインがとても良い。俺がJavaScriptスキーだから。あと、Perl ...",https://qiita.com//zaru/items/46366919bcbcf97d63ca,,zaru
892,転職ドラフトで1000万円超えのオファーを2度貰ったエンジニアが「評価された理由」と「正社員で働く意味」について考えてみました。,"[""キャリア"", ""転職""]","
ご参考までに、私の現在のスキルセットというか、今までに業務で経験した言語等をざっと羅列しておきます。
分野
内容
言語
COBOL,Delphi,SQL,VC++,Perl ...",https://qiita.com//poly_soft/items/a6db13a6e18efc1e7db8,5,poly_soft
874,Awesome Go : 素晴らしい Go のフレームワーク・ライブラリ・ソフトウェアの数々,"[""Go"", ""test""]","ラインオプションパーサー.
go-getoptions - Go オプションパーサーは, Perl の GetOpt::Long の柔軟性に触発されました.
gocmd -  ...",https://qiita.com//hatai/items/f31914f37dc6c53b2bce,3,hatai
871,Dockerfileを書くためのベストプラクティス【参考訳】v18.09,"[""Docker"", ""dockerfile""]","に、あらゆるサービスのベースとなるイメージでは、この形式での命令が推奨されています。
大部分の他のケースでは、bash、python、perl のように、 CMD で対話型シ ...",https://qiita.com//zembutsu/items/a96b68277d699f79418d,8,zembutsu
867,仕事で使えるLinux ワンライナー集,"[""Bash"", ""Zsh"", ""Linux"", ""UNIX""]","
$ mkdir dir_name ; cd $_
文字コード変換
$ perl -MEncode -pe '$_ = encode(""utf8"", decode(""eucj ...",https://qiita.com//ryuichi1208/items/55b73d8ae75993dc10c1,6,ryuichi1208
864,PythonのTkinterを使ってみる,"[""python2.7"", ""Python"", ""Tkinter"", ""初心者入門""]","nahito.gitbooks.io/tkinter/content/
＊はじめに
私は手続き型人間です．
オブジェクト指向は一切使いません．
得意言語はBASICとperl ...",https://qiita.com//nnahito/items/ad1428a30738b3d93762,6,nnahito
834,ストアドプロシージャの基本的ななにか,"[""MySQL""]","できるもの。
DB上で動作を完結させちゃうから, 開発言語に依存しないよ！
Ruby とか PHP だとか Perl でも Python だろうと
CALL できれば結果は同 ...",https://qiita.com//setsuna82001/items/e742338eb93e3a48ba46,,setsuna82001
820,Linuxの対話がめんどくさい?そんな時こそ自動化だ！-expect編-,"[""Linux"", ""Expect"", ""Tcl""]","謂対話を自動化するコマンド及びモジュールです。
今回はLinux上のexpectコマンドを取り上げますが、CでもC++でも同様の処理が実行可能なようです。
RubyやPerl ...",https://qiita.com//ine1127/items/cd6bc91174635016db9b,3,ine1127
815,YAPC Asia 2015「Google Cloud Platformの謎テクノロジーを掘り下げる」のまとめ,"[""GoogleCloudPlatform"", ""yapcasia""]",ットはあるものの、現時点はWebSocketやNode.js等に対応してません。リアルタイム系が弱い。Java/Python/Go/PHPは対応してるけど、RubyやPerl ...,https://qiita.com//kazunori279/items/3ce0ba40e83c8cc6e580,,kazunori279
793,モダンPHPアンチパターン,"[""PHP""]","ならば、URI設計は直視しなければいけない課題だ。
(逆に、クローズドなAPIなら恰好悪いURLでも特に関係ないだろう)
あなたのWebサービスがPHPで書かれたか、Perl ...",https://qiita.com//tadsan/items/157969b338fd8b782b21,1,tadsan
770,プログラマーのための原則（2 万字）,"[""プログラミング"", ""教育"", ""新人プログラマ応援"", ""原則""]","「別に 3 時間で終わるなら人力でいいでしょう？どうしてそんな苦行を？」と問われれば、「4 回で元が取れる」と答えるでしょう。
このプログラマーの道徳を端的に示した、Perl ...",https://qiita.com//yokarikeri/items/cbdef66fca460253cc7f,8,yokarikeri
758,クーロン(cron)をさわってみるお,"[""cron"", ""クーロン""]","か？
$ service crond status
//または
$ /etc/rc.d/init.d/crond status
実行ファイルの権限は正しいか
シェルやPerl ...",https://qiita.com//katsukii/items/d5f90a6e4592d1414f99,,katsukii
735,日本の技術系カンファレンスまとめ,"[""勉強会"", ""カンファレンス""]","ssページにかなり資料が上がっているので雰囲気を知りたい方はそちらをチェックすると良さそうです。
★Go Conference 2016 Spring 参加レポート
Perl ...",https://qiita.com//akatsuki174/items/3f0abf493e1f8d020307,11,akatsuki174
728,ラズパイでやらなければいけない４つのセキュリティ対策！,"[""RaspberryPi""]","do adduser 〇〇を実行すると以下のような出力がされますので、それに従い入力してください。
# 〇〇というユーザーを追加
$ sudo adduser 〇〇
perl ...",https://qiita.com//nokonoko_1203/items/94a888444d5019f23a11,14,nokonoko_1203
720,20年でソフトウェア開発の景色はどのぐらい変わったのか？,"[""ポエム"", ""アジャイル"", ""XP""]",からまとめてダウンロードして一括で入れたりも楽になりました。アップロードもしやすく自由になりました。まあコレ自体はCTAN（TeX用）がリリースされ、その後CPAN（Perl ...,https://qiita.com//shibukawa/items/4d5c857b352cd196641b,14,shibukawa
713,12 Factor App - モダンなサービス運営に必要な12のインフラ的要素,"[""Heroku"", ""Ruby"", ""Docker""]","そう。
以下、12factorの内容を簡単にまとめてみたメモ。
簡略化のために、Rubyでの例以外書かなかった。本家ではPythonやPerlなどについての例も出ていたりする ...",https://qiita.com//awakia/items/04135ea89be787be1cfc,,awakia
710,スクリプトインジェクション入門,"[""PHP"", ""セキュリティ""]","な言語だと思っています。
これは Ruby も同じで、私が言語を選べるなら、どちらも使いません。
堅い言語なら Java か C#(ASP.NET)、スクリプトなら Perl ...",https://qiita.com//tomochan154/items/a93c56536c78d1faff0f,2,tomochan154
709,Perl、Python、PHP、Rubyについて,"[""Perl"", ""Ruby"", ""PHP"", ""Python""]","ら、比較というか、意見を述べる。ただの自己満足と私的見解。
誕生の歴史的経緯
それぞれの言語が作られた経緯と目的を知ることは、その言語を使う意味で重要であると思う。
Perl ...",https://qiita.com//raccy/items/81f936e324c4dde61d9f,8,raccy
703,VSCode で最高の LaTeX 環境を作る,"[""VSCode"", ""VisualStudioCode"", ""TeX"", ""LaTeX"", ""Latexmk""]","ILE%\.latexmkrc ）に書くのが標準的です。
以下は私の ~/.latexmkrc の内容です。
~/.latexmkrc
#!/usr/bin/env perl ...",https://qiita.com//rainbartown/items/d7718f12d71e688f3573,23,rainbartown
699,"gitのdiff, status, logを極限までコンパクト化＋便利化する","[""Git""]"," diff=cpp
*.hpp diff=cpp
*.m diff=objc
*.java diff=java
*.html diff=html
*.pl diff=perl ...",https://qiita.com//yuya_presto/items/ef199e08021dea777715,4,yuya_presto
696,フロントエンジニアが今話題のFirebaseについて語りたい,"[""Firebase"", ""React"", ""Web"", ""JavaScript"", ""Angular""]","に合う構成
を書きたいとおもいます。
Webの歴史
1.動的DOMの時代
CGI(PHPやPerl)ユーザーの要求に応じてページ単位でHTMLを返していた時代。サーバーサイド ...",https://qiita.com//gonta616/items/8896bcffa04fb00b9567,1,gonta616
697,"何もしない組み込みコマンド "":"" （コロン）の使い道","[""Bash""]","があります。
書き方
定義
Perlで書くと
${parameter:-word}
$parameter が未定義か空の場合、word を展開
$parameter or "" ...",https://qiita.com//xtetsuji/items/381dc17241bda548045d,16,xtetsuji
693,anyenvで開発環境を整える,"[""開発環境"", ""Python"", ""Ruby"", ""Perl"", ""Node.js""]","私の場合、開発環境では複数の言語のコードを書いたり実行したりします。
例えば perl, ruby, nodejs, python など。
これらを利用するために、plenv ...",https://qiita.com//luckypool/items/f1e756e9d3e9786ad9ea,4,luckypool
680,node.jsのversionを管理するためにnodebrewを利用する,"[""Node.js"", ""nodebrew""]","ンストールする
インストールするのは、簡単です。
ほとんど、公式のINSTALLの通りです。
command
$ curl -L git.io/nodebrew | perl ...",https://qiita.com//sinmetal/items/154e81823f386279b33c,1,sinmetal
676,MySQLパフォーマンスチューニング -my.cnfの見直し-,"[""MySQL"", ""DB"", ""パフォーマンス""]","/rackerhacker/MySQLTuner-perl
GNU GPLライセンスなので無料で利用できます。
診断結果
以下の結果になりました。
-------- Reco ...",https://qiita.com//mamy1326/items/9c5eaee3c986cff65a55,,mamy1326
669,"詳解 fishでモダンなシェル環境の構築(fish,tmux,powerline,peco,z,ghq,dracula)","[""tmux"", ""Peco"", ""Ghq"", ""fish"", ""shell""]","eco_change_directory
if [ (count $argv) ]
peco --layout=bottom-up --query ""$argv ""|perl ...",https://qiita.com//susieyy/items/ac2133e249f252dc9a34,8,susieyy
658,Pythonでの正規表現の使い方,"[""正規表現"", ""Python""]","正規表現の検索演算子やパターンや検索自体のルールはPerlやPHPとほとんど変わりないみたいですが。
正規表現の関数の使い方などは全然違うので、自分の勉強＆整理の為に書いてお ...",https://qiita.com//wanwanland/items/ce272419dde2f95cdabc,3,wanwanland
656,インフラエンジニアなMacセットアップ,"[""homebrew"", ""Mac"", ""移行応援"", ""新人プログラマ応援""]","l goenv
exec $SHELL -l
goenv install 1.6.2
goenv rehash
exec $SHELL -l
plenv & perl ...",https://qiita.com//imura81gt/items/860ac6196e571c17b7e1,2,imura81gt
652,中規模サイトのApacheチューニング,"[""Apache"", ""AWS"", ""チューニング""]","急激なトラフィック増の際に多くの子プロセスが一気に起動することでシステムのロードがスパイクし、レスポンスを返せなくなることがあるからです
mod_wsgiとかmod_perl ...",https://qiita.com//kou/items/acb3dcf1dcb428d7a3ec,4,kou
644,ズンドコキヨシまとめ,"[""Ruby"", ""ズンドコキヨシ"", ""Go""]"," @aono 
これすごい。DateTime文字列に偽装してズンドコ
Crystal
[Crystal] ズンドコキヨシCR by @arcage
Perl
ズンドコキヨシ  ...",https://qiita.com//shunsugai@github/items/971a15461de29563bf90,107,shunsugai@github
642,Awesome Ruby : 素晴しい Ruby のライブラリ・ツール・フレームワーク・ソフトウェアの数々,"[""Ruby"", ""Rails"", ""Gem""]","のユーザエージェントデータベースに裏打ちされた, 正確で高速なユーザエージェントパーサおよびデバイス検出器.
Http Client - Ruby に libwww-perl ...",https://qiita.com//hatai/items/62766145f2e24fa1c246,1,hatai
640,2014年 Webアプリケーションフレームワークトレンド（PHP / Java / Ruby / Python / Perl）,"[""PHP"", ""Java"", ""Ruby"", ""Python"", ""Perl""]","、
PHP
Java
Ruby
Python
Perl
これら5言語について、2014年時点のWebアプリケーションフレームワークを一覧にまとめてみます。
※ あくまで、どん ...",https://qiita.com//shukotang/items/055058b33b553b48c164,5,shukotang
634,超絶初心者のためのフロント入門（HTML、CSS、JavaScript）,"[""HTML"", ""JavaScript"", ""CSS"", ""新人プログラマ応援""]","分。
　　（例）HTML、CSS、JavaScriptなど
サーバサイド　→　アプリケーションを動かす中身の部分。
　　（例）Java、PHP、Ruby、C、C++、Perl ...",https://qiita.com//shuntaro_tamura/items/c9b2fec0f3a9f7d1e987,3,shuntaro_tamura
621,【保存版】正規表現でエスケープが必要な文字一覧表,"[""エスケープ"", ""正規表現""]","たはグループ化される。
[ ]
\[\]
直前文字の出現回数指定文字なのでエスケープが必要
^
\^
行頭を指定することになる。
$
\$
行末を指定することになる。Perl ...",https://qiita.com//katsukii/items/1c1550f064b4686c04d4,7,katsukii
615,ワンライナーWebサーバを集めてみた,"[""Ruby"", ""Python"", ""PHP"", ""Node.js"", ""Perl""]"," CGIHTTPServer 9000
Perl編
PerlでもワンライナーWebサーバがあるとの情報を頂きました（xtetuji様，情報提供ありがとうござ ...",https://qiita.com//sudahiroshi/items/e74d61d939f18779970d,15,sudahiroshi
614,[翻訳] android best practice,"[""翻訳"", ""Android""]","'s guide on Gradle for Androidを参照の事。
小さなタスク
shell, Python, Perlなどのスクリプトの代わりに、Gradleの中にタ ...",https://qiita.com//kgmyshin/items/a2358d54ffb3c5435d11,,kgmyshin
